Nombre de Archivo,Fecha de Creación,Fecha de Último Acceso,Tamaño del Archivo (bytes),Tipo de Archivo
Lab 1 - Chapter 1.docx,2023-01-20 23:06:04,2023-03-21 19:04:02,20224,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Lab 1 - Chapter 1.pdf,2023-01-24 11:47:25,2023-01-24 11:47:30,152008,application/pdf
Lab 1 13-16.docx,2023-01-20 22:44:00,2023-03-21 19:04:02,14988,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Lab Raz y plannig Carlos Vasconez.pdf,2024-01-29 18:05:45,2024-01-29 18:06:22,757341,application/pdf
Lab Razonamiento y planificacion Carlos Vasconez.docx,2024-01-29 18:03:04,2024-01-30 00:11:15,282059,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Lab Razonamiento y planificacion Carlos Vasconez.pdf,2024-01-29 18:04:39,2024-01-29 18:04:46,399292,application/pdf
Laboratorio_Actividad_1.ipynb,2023-12-15 11:41:21,2023-12-15 11:41:21,18938,Desconocido
lab_domain.pddl,2024-01-25 18:09:36,2024-01-25 18:09:36,1739,Desconocido
LAM538304702_auth_letter (1).pdf,2022-08-01 10:10:06,2022-08-01 10:12:12,286033,application/pdf
LAM538304702_auth_letter.pdf,2022-07-30 18:30:19,2022-07-30 18:30:20,286033,application/pdf
LAM538304702_receipt.pdf,2022-08-02 14:56:06,2022-08-02 15:23:48,99416,application/pdf
LAM919991645_auth_letter.pdf,2022-01-17 16:00:12,2022-01-19 11:35:00,72179,application/pdf
LAM919991645_receipt.pdf,2022-02-27 20:04:36,2022-02-27 20:04:56,99482,application/pdf
laMap.geojson,2023-11-16 21:04:38,2023-11-16 21:04:38,1034,Desconocido
Lambton College ID.jpeg,2024-03-19 14:58:42,2024-03-20 08:23:41,361374,image/jpeg
Lambton Final Test- 2023W-T2 BAM 2053-Carlos Vasconez.docx,2023-04-04 18:40:16,2023-04-10 22:39:04,26906,application/vnd.openxmlformats-officedocument.wordprocessingml.document
landing-page-data.zip,2022-09-22 19:52:18,2022-09-22 19:52:29,4663,application/x-zip-compressed
Lang Ming Jin CV.pdf,2022-02-15 10:13:47,2022-02-15 10:14:02,60073,application/pdf
LangMingJin.pdf,2022-02-15 10:18:10,2022-02-15 10:18:11,943860,application/pdf
layoffs.csv,2022-11-14 11:43:26,2023-01-27 17:15:39,111756,application/vnd.ms-excel
Lead Engineer Canvas.pdf,2022-01-28 08:45:35,2022-03-11 12:19:06,249671,application/pdf
Lead Engineer JD Canvas.pdf (1).docx,2022-03-21 10:40:24,2022-03-24 22:56:59,17369,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Lead Engineer JD Canvas.pdf.docx,2022-03-11 12:18:26,2022-03-14 17:23:32,17369,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Lead Fullstack Engineer JD.docx,2022-02-07 09:59:23,2022-02-07 11:40:30,16826,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Lead iOS Engineer JD Athenahealth.docx,2022-06-13 09:53:11,2022-08-27 09:15:19,17122,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Lead Java Developer (Springboot - Kafka) JD Mastercard.docx,2022-05-24 11:06:26,2022-06-01 10:10:04,15233,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Lead Mobile Engineer  (React Native) JD Arro.docx,2022-06-29 11:48:52,2022-07-08 09:45:23,17262,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Lead Mobile Engineer (React Native) JD Invisibly.docx,2022-07-15 09:22:42,2022-07-15 15:31:21,17585,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Lead Product Designer JD.docx,2022-02-03 11:09:49,2022-02-04 07:51:51,16108,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Lead Smart Contract Engineer JD DraftKings.docx,2022-06-20 14:50:33,2022-06-22 16:02:47,17543,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Leandro_Cunha_202109en.doc,2022-06-29 09:12:04,2023-06-06 21:44:29,147968,application/msword
Lee C. Kirkpatrick CV.pdf,2022-05-27 11:34:29,2022-05-27 11:42:49,74558,application/pdf
lego-analysis-master.zip,2023-06-06 21:41:22,2023-06-06 21:42:11,363442,application/x-zip-compressed
lekan_i_savage_aws_ccp_srum_aw___da_connect_apply_linkedin.pdf,2022-03-03 12:27:24,2022-03-03 12:27:24,125598,application/pdf
LenovoVantagerService.exe,2020-05-26 08:56:09,2023-07-06 22:59:48,59383112,application/x-msdownload
Leonardo Otero CV.pdf,2022-03-28 18:33:56,2022-03-28 18:37:00,152887,application/pdf
LeonardPaulKamaraDataScientistUpdated.docx,2022-05-17 17:20:34,2022-05-18 15:39:42,22298,application/vnd.openxmlformats-officedocument.wordprocessingml.document
LeoReyesDev_Resume2022.pdf,2022-07-06 09:07:12,2022-07-06 09:48:08,139768,application/pdf
LevWang.pdf,2022-02-21 10:32:03,2022-02-21 11:10:07,163479,application/pdf
Licencia de conduccion.pdf,2023-07-30 18:16:31,2023-07-31 10:16:20,680998,application/pdf
Licencia.pdf,2023-07-31 10:22:08,2023-07-31 10:26:54,270956,application/pdf
License free.txt,2017-07-25 12:17:12,2022-09-04 20:41:36,1486,text/plain
License premium.txt,2017-07-25 12:17:12,2021-10-05 23:35:31,1115,text/plain
Liki Crus Resume-22.pdf,2022-07-04 15:55:36,2022-07-04 16:21:17,255301,application/pdf
Lin Dao CV.pdf,2022-02-23 17:26:04,2022-02-23 18:46:38,82025,application/pdf
Lionel Honda CV.pdf,2022-03-15 15:16:01,2022-03-15 15:16:38,53278,application/pdf
Lionel Honda.pdf,2022-04-18 09:42:46,2022-04-18 09:59:05,230446,application/pdf
LIQUIDACION RUBEN VASCONEZ BALLESTEROS.pdf,2021-06-23 21:23:28,2021-10-05 23:35:31,1748957,application/pdf
LIQUIDACION VASCONEZ BALLESTEROS.pdf,2021-06-23 20:41:40,2021-10-05 23:35:31,433843,application/pdf
Lista-Usuarios-Guayaquil.xlsx,2021-06-23 12:26:26,2023-10-07 20:57:22,241927,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet
LISTADO DE CIERRE DE SUMARIOS PS.XLS,2020-05-15 12:39:12,2023-07-06 22:59:11,2918400,application/vnd.ms-excel
Listado de Instituciones de Educación Superior Extranjera 2021.pdf,2022-01-15 13:39:17,2022-01-15 13:39:25,2586508,application/pdf
LISTADO INSPECCIONES - OPERACIONES (20).xlsx,2021-05-27 08:20:09,2023-10-07 20:57:22,84675,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet
LISTADO INSPECCIONES - OPERACIONES (64).xlsx,2021-03-16 22:56:18,2023-10-07 20:57:22,84611,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet
LISTADO INSPECCIONES - OPERACIONES (70).xlsx,2021-03-24 22:30:19,2023-10-07 20:57:22,81347,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet
LISTADO JEFATURAS.xls,2020-03-15 08:43:40,2023-07-06 22:59:10,505856,application/vnd.ms-excel
LISTADOS GRUPOS SZCA (1).xlsx,2020-06-29 13:52:21,2023-02-11 08:47:00,23173,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet
LISTADOS GRUPOS SZCA (2).xlsx,2020-06-29 13:52:21,2023-02-11 08:47:00,23173,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet
LISTADOS GRUPOS SZCA.xlsx,2020-06-29 13:43:32,2023-02-11 08:47:00,23173,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet
Liz Brown - Resume.docx,2022-07-06 17:00:43,2023-11-22 23:55:41,42189,application/vnd.openxmlformats-officedocument.wordprocessingml.document
LizHayward-Resume-Motion-UX.pdf,2022-02-09 16:03:53,2022-02-09 16:03:53,158595,application/pdf
LOA.pdf,2022-07-04 10:43:17,2022-09-09 21:10:52,496494,application/pdf
LockDownBrowser-2-0-9-04.exe,2022-10-15 13:14:20,2023-11-21 16:32:34,108887440,application/x-msdownload
Logo.png,2024-01-18 10:03:06,2024-01-18 10:04:32,26368,image/png
lopezbrownrealty.com (1).png,2017-11-05 15:04:11,2022-09-04 20:43:43,317671,image/png
lopezbrownrealty.com (2).png,2017-11-05 15:05:02,2022-09-04 20:43:43,318482,image/png
lopezbrownrealty.com.jpg,2017-11-18 14:47:44,2022-09-04 20:43:03,179932,image/jpeg
lopezbrownrealty.com.png,2017-11-05 15:02:02,2022-09-04 20:43:45,317034,image/png
Lucky_Mallari (1).pdf,2022-02-21 11:53:23,2022-02-21 11:53:23,123905,application/pdf
Lucky_Mallari.pdf,2022-02-21 11:49:28,2022-02-21 11:49:29,123905,application/pdf
Luis-Resume-Frontend-Engineer-2022.pdf,2022-07-11 18:37:15,2022-07-11 18:37:32,99129,application/pdf
M SANJU RESUME.docx,2022-02-23 07:53:56,2022-02-23 10:54:00,500489,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Machine Learning Engineer (3112) JD Wayfair (1).docx,2022-04-27 10:10:49,2022-05-04 14:22:04,15608,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Machine Learning Engineer (3112) JD Wayfair.docx,2022-04-13 15:56:53,2022-04-18 09:25:48,15608,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Machine Learning Engineer (Java) JD Wayfair.docx,2022-04-13 10:37:00,2022-04-21 08:55:56,14839,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Machine Learning Engineer JD Wayfair.docx,2022-04-01 09:54:53,2022-09-02 22:11:43,16046,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Machine Learning.zip,2024-02-28 09:58:36,2024-02-28 12:07:33,47995968,application/x-zip-compressed
Maha Datta Annam Java.docx,2022-05-13 09:51:07,2022-05-17 10:18:45,26903,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Mahbub_Chowdhury_resume.pdf,2022-02-18 15:57:25,2022-02-18 19:49:22,82963,application/pdf
Mahbub_Resume.docx,2022-02-18 11:02:18,2022-02-21 08:27:05,27462,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Mahdi Naser Moghadasi CV.pdf,2022-04-15 16:44:14,2022-04-15 16:46:58,66846,application/pdf
Mahdi.NaserMoghadasi (1).pdf,2022-04-16 12:28:06,2022-04-16 16:28:28,133548,application/pdf
Mahdi.NaserMoghadasi.pdf,2022-04-16 12:27:37,2022-04-16 16:28:29,133548,application/pdf
Mahesh Sharma.pdf,2022-04-25 18:10:02,2022-04-25 20:36:06,76724,application/pdf
Mahrukh Tariq - Resume (1).pdf,2022-01-28 08:08:00,2022-01-28 08:08:01,151813,application/pdf
MAITTE RECETA MEDICA.pdf,2020-07-07 09:53:57,2021-10-05 23:35:28,151659,application/pdf
MAITTE VASCONEZ JULIO 9 2020.xlsx,2020-07-12 18:26:37,2021-10-05 23:35:28,635169,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet
MajdMurad_Resume2_220628.pdf,2022-07-05 19:16:22,2022-07-05 19:16:31,72096,application/pdf
Major_Crime_Indicators_Open_Data.csv,2023-08-29 17:01:45,2023-09-25 23:15:45,108923555,application/vnd.ms-excel
Mani Muddasani Senior React Native Developer..docx,2022-06-30 12:46:01,2022-06-30 15:31:19,44837,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Manideep Dhanjal.pdf,2022-03-07 18:16:02,2022-03-07 18:16:04,70006,application/pdf
Manish-Bajracharya-Resume.pdf,2022-07-20 11:19:33,2022-07-20 11:19:35,189323,application/pdf
Manpreet-singh-resume.pdf,2022-02-16 17:13:18,2022-02-16 17:25:03,62369,application/pdf
maple-consult-c9963cc1.pdf,2023-01-16 10:45:27,2023-01-16 10:45:31,10895,application/pdf
maple-note-3483d717.pdf,2023-05-27 01:58:25,2023-05-27 10:43:42,493784,application/pdf
Marcelo Bossle CV October - 2021 (1).pdf,2022-07-22 17:43:02,2022-07-22 17:44:01,549237,application/pdf
Marcin Danlowski CV (2).pdf,2022-03-30 14:00:21,2022-03-30 14:14:52,3999945,application/pdf
Marcin Danlowski CV.pdf,2022-03-29 09:05:39,2022-03-29 10:45:30,66865,application/pdf
Marcin Miszczak CV.pdf,2022-07-19 11:52:21,2022-07-19 11:52:43,66683,application/pdf
Marcy- Project Manager.docx,2022-05-23 10:34:06,2022-08-27 09:16:12,40043,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Mark Hershberger CV.pdf,2022-04-19 18:38:34,2022-04-19 19:41:09,281961,application/pdf
Mark Palonen CV+.pdf,2022-04-07 12:33:03,2022-04-07 12:34:22,60934,application/pdf
mary_manjula_muthyala_connect_apply_linkedin (1).doc,2022-02-22 08:55:20,2023-12-29 22:58:41,89088,application/msword
mary_manjula_muthyala_connect_apply_linkedin.doc,2022-02-22 08:52:46,2023-07-06 22:59:09,89088,application/msword
Massoud Masir CV.pdf,2022-06-08 10:08:07,2022-06-08 10:24:21,44621,application/pdf
MasterDataIntegration_Advanced.csv,2022-10-24 14:19:52,2022-10-24 15:20:18,2801241,application/vnd.ms-excel
mateus_capelesso_connect_apply_linkedin.pdf,2022-02-03 08:35:09,2022-02-03 08:41:46,98221,application/pdf
mathematics for machine learning-book.pdf,2023-12-17 20:00:15,2024-01-22 13:08:08,17566161,application/pdf
Matias Fritz CV.pdf,2022-05-19 10:00:54,2022-05-19 10:01:13,77240,application/pdf
matricula_5528686.pdf,2023-08-25 14:06:40,2023-08-25 14:07:00,241105,application/pdf
Matriz_Contraloria-General-del-Estado.xls,2019-09-08 16:26:09,2023-07-06 22:59:11,186880,application/vnd.ms-excel
Matt Fallick.pdf,2022-07-12 13:10:43,2022-07-12 18:03:00,82253,application/pdf
matt-jones-67226.jpg,2018-01-02 21:41:25,2022-08-23 12:43:14,3572837,image/jpeg
MatthewRowlandson_2020_Resume.pdf,2022-05-05 16:30:26,2022-05-05 16:36:24,146822,application/pdf
Matt_McGraw_Resume_2022_FIN.pdf,2022-07-05 18:50:36,2022-07-05 18:51:14,98557,application/pdf
Mazahar_Shaikh_JS_Developer_CV.pdf,2022-03-29 09:39:16,2022-03-29 10:17:29,73648,application/pdf
MDT-DCSP-2017-0212-R (1).pdf,2020-06-23 15:22:15,2021-10-05 23:35:26,45656,application/pdf
MDT-DCSP-2017-0212-R (2).pdf,2020-06-23 15:22:34,2021-10-05 23:35:26,45656,application/pdf
MDT-DCSP-2017-0212-R (3).pdf,2020-06-23 15:43:33,2021-10-05 23:35:26,45656,application/pdf
mdt-dcsp-2017-0212-r (4).pdf,2020-06-23 20:33:13,2021-10-05 23:35:26,46178,application/pdf
mdt-dcsp-2017-0212-r (5).pdf,2021-03-16 19:21:48,2021-10-05 23:35:26,46178,application/pdf
MDT-DCSP-2017-0212-R.pdf,2020-06-23 15:21:12,2020-06-23 15:21:12,0,application/pdf
MDT-DCSP-2017-6142 (1).pdf,2020-06-23 15:11:57,2021-10-05 23:35:26,42129,application/pdf
MDT-DCSP-2017-6142 (2).pdf,2020-06-23 15:14:51,2021-10-05 23:35:26,42129,application/pdf
MDT-DCSP-2017-6142 (3).pdf,2020-06-23 15:40:43,2021-10-05 23:35:26,42129,application/pdf
MDT-DCSP-2017-6142.pdf,2020-06-23 15:08:25,2020-06-23 15:08:25,0,application/pdf
Meal Prep Service.pptx,2022-12-10 19:08:17,2023-01-09 13:21:36,3690549,application/vnd.openxmlformats-officedocument.presentationml.presentation
Mecanizado Mayo 2021 Rigoberto Rezabala.pdf,2021-07-06 14:30:12,2021-10-05 23:35:26,199152,application/pdf
Mecanizado Mayo 2021 Rubén Vásconez.pdf,2021-07-06 14:29:45,2021-10-05 23:35:25,264154,application/pdf
Media presentation for plan.pptx,2024-01-26 18:51:04,2024-03-02 17:21:28,4670872,application/vnd.openxmlformats-officedocument.presentationml.presentation
Medical Exams.pdf,2022-07-28 19:04:48,2022-07-28 19:11:46,363450,application/pdf
Meenakshi_Mukherjee_SalesforceQA_.docx,2022-01-28 10:27:56,2023-04-12 17:20:13,67364,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Mehmet Kizilkan Resume.pdf,2022-03-28 09:33:53,2022-03-28 11:10:25,75419,application/pdf
Mehul BA_Planning_Template.doc,2022-12-06 11:11:18,2022-12-08 21:56:21,260096,application/msword
Melanie Edwards CV.pdf,2022-06-06 17:14:44,2022-06-06 17:14:54,65020,application/pdf
"Men Are from Mars, Women Are from Venus (1).pdf",2018-06-24 10:50:29,2021-10-05 23:35:25,1156044,application/pdf
"Men Are from Mars, Women Are from Venus.pdf",2018-02-27 23:36:02,2021-10-05 23:35:17,1156044,application/pdf
Merchandising___Approved_Talent_Overview.pdf,2022-01-10 17:19:41,2022-01-10 17:19:43,133573,application/pdf
Merged PDF Carlos Vasconez Swett.pdf,2017-04-21 20:22:45,2021-10-05 23:35:12,8575662,application/pdf
mia01InvestigacionIA_act2 (1).docx,2024-01-11 21:10:13,2024-01-18 09:36:28,50721,application/vnd.openxmlformats-officedocument.wordprocessingml.document
mia01_act1 (1).docx,2023-11-25 20:50:18,2024-01-31 23:20:49,48461,application/vnd.openxmlformats-officedocument.wordprocessingml.document
mia01_act1.docx,2023-11-06 19:40:31,2023-11-15 20:37:46,47836,application/vnd.openxmlformats-officedocument.wordprocessingml.document
mia01_act1_retail.docx,2023-11-26 23:16:22,2024-01-18 10:25:35,46800,application/vnd.openxmlformats-officedocument.wordprocessingml.document
mia01_act2.docx,2024-01-05 10:06:26,2024-01-11 13:33:36,40903,application/vnd.openxmlformats-officedocument.wordprocessingml.document
mia01_actgrupal.docx,2024-02-08 15:34:57,2024-02-12 13:06:02,48906,application/vnd.openxmlformats-officedocument.wordprocessingml.document
mia03Percepcion_Compu_grupal1 (1).docx,2024-01-12 10:00:59,2024-01-31 23:20:49,391820,application/vnd.openxmlformats-officedocument.wordprocessingml.document
mia_2023-24_Q1_actividad_1_codigo_y_plantilla_solución.zip,2023-12-02 12:26:08,2023-12-04 20:07:07,169389,application/x-zip-compressed
mia_2023-24_Q1_actividad_2_laboratorio.docx,2024-01-23 16:10:55,2024-02-05 12:28:26,162560,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Michael Christenson II - Resume.pdf,2022-06-09 12:36:03,2022-06-09 13:02:53,125440,application/pdf
Michael Ellan CV.pdf,2022-07-08 22:18:51,2022-07-08 22:19:10,92977,application/pdf
Michael Lee CV.pdf,2022-03-17 08:55:55,2022-03-17 09:16:49,48719,application/pdf
Michael Lee Resume.pdf,2022-03-17 08:55:33,2022-03-17 09:31:17,89784,application/pdf
michael-angelo-tribute_to_randy.gp3,2018-09-02 11:21:55,2018-09-02 11:21:53,47752,Desconocido
MichaelWoodersonResume.7.2021.pdf,2022-05-17 16:12:14,2022-05-17 17:33:25,58314,application/pdf
michael_kim_connect_apply_linkedin.pdf,2022-01-26 08:14:23,2022-01-26 08:59:22,98527,application/pdf
Michael_Pinkerman_Recent_Resume2022.pdf,2022-05-27 15:31:24,2022-05-27 15:31:59,163528,application/pdf
Micheal Daralola resume (1).pdf,2022-06-15 09:42:19,2022-06-15 09:44:42,73326,application/pdf
Midterm - 2023W-T2 BAM 2053 - Carlos Vasconez.docx,2023-02-21 19:02:16,2023-03-20 10:54:01,27899,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Midterm presentation.pptx,2024-02-14 13:49:00,2024-02-14 14:21:32,328554,application/vnd.openxmlformats-officedocument.presentationml.presentation
mike-burke-63930.jpg,2018-01-07 12:53:55,2022-08-23 12:43:12,2263031,image/jpeg
mike_resume_team.docx,2022-03-08 16:42:02,2022-03-08 16:43:33,34834,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Mikolaj Zhang.docx,2022-05-30 16:54:54,2022-05-30 17:01:58,22932,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Milos Kojadinovic CV.pdf,2022-03-30 13:12:15,2022-03-30 14:14:52,54996,application/pdf
Minato Inoue CV.pdf,2022-02-17 16:47:39,2022-02-17 16:51:29,469398,application/pdf
Mithun_Adhikari.pdf,2022-02-07 08:59:37,2022-02-07 08:59:37,86430,application/pdf
ML Mock Quiz.docx,2023-10-19 15:23:48,2023-10-31 18:04:58,61301,application/vnd.openxmlformats-officedocument.wordprocessingml.document
MMehta_Resume_QA Manager_Lead_ScrumMaster {Agile and Traditional}.docx,2022-07-20 10:21:20,2022-07-26 17:09:07,101233,application/vnd.openxmlformats-officedocument.wordprocessingml.document
MO AGBOOLA RESUME.pdf,2022-02-23 07:59:14,2022-02-23 07:59:14,154812,application/pdf
Mock Test SW Testing.docx,2023-10-17 18:17:14,2023-10-31 18:04:58,24566,application/vnd.openxmlformats-officedocument.wordprocessingml.document
model_evaluation_utils.py,2023-11-25 16:15:36,2023-12-02 16:18:34,9154,text/x-python
modulo1 (1).pdf,2023-09-21 19:02:59,2023-09-23 19:58:20,559886,application/pdf
modulo1.pdf,2023-09-12 23:29:22,2023-09-12 23:29:47,559886,application/pdf
Mohamed_Amine_Ghanmi_Resume.pdf,2022-03-24 12:48:59,2022-03-24 12:50:29,1448593,application/pdf
mohamed_aziz_mezni_connect_apply_linkedin.pdf,2022-02-03 09:12:31,2022-02-03 09:33:22,814048,application/pdf
Mohammed  Java.docx,2022-04-22 17:27:41,2022-04-25 09:32:35,41107,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Mohammed Jinnah_Resume.docx,2022-03-07 16:35:18,2022-03-09 12:16:34,33349,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Mohan_Taneja ML.docx,2022-04-01 11:45:40,2022-04-04 16:53:26,53528,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Mohan_Taneja ML.pdf,2022-04-01 12:32:42,2022-04-01 13:00:54,497665,application/pdf
Mohd Shoaib.pdf,2022-04-12 11:27:09,2022-04-12 11:40:54,57403,application/pdf
Momin_2022_SM_and_QAL_current (1).docx,2022-02-22 09:32:45,2022-02-24 07:47:45,90517,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Momin_2022_SM_and_QAL_current.docx,2022-02-18 16:11:47,2022-02-18 19:49:22,90517,application/vnd.openxmlformats-officedocument.wordprocessingml.document
